FID	IID	Pop
BD21	HG03811	BEB
HG03812	HG03812	BEB
BD21	HG03813	BEB
BD22	HG03814	BEB
BD22	HG03815	BEB
BD22	HG03816	BEB
BD23	HG03817	BEB
BD24	HG03821	BEB
BD24	HG03822	BEB
BD25	HG03823	BEB
BD25	HG03824	BEB
BD25	HG03825	BEB
BD26	HG03826	BEB
BD27	HG03829	BEB
BD27	HG03830	BEB
BD27	HG03831	BEB
BD28	HG03832	BEB
BD28	HG03833	BEB
BD28	HG03834	BEB
ST024	HG03835	STU
ST074	HG03836	STU
ST079	HG03837	STU
ST078	HG03838	STU
ST024	HG03840	STU
ST075	HG03842	STU
ST075	HG03844	STU
ST081	HG03845	STU
ST080	HG03846	STU
ST083	HG03847	STU
ST084	HG03848	STU
ST082	HG03849	STU
ST082	HG03850	STU
ST089	HG03851	STU
ST094	HG03854	STU
ST092	HG03856	STU
ST091	HG03857	STU
ST090	HG03858	STU
IT032	HG03861	ITU
IT035	HG03862	ITU
IT033	HG03863	ITU
IT034	HG03864	ITU
IT030	HG03866	ITU
IT038	HG03867	ITU
IT5	HG03868	ITU
IT035	HG03869	ITU
IT037	HG03870	ITU
HG03871	HG03871	ITU
IT036	HG03872	ITU
IT030	HG03873	ITU
IT006	HG03874	ITU
IT40	HG03875	ITU
IT006	HG03876	ITU
IT006	HG03879	ITU
IT039a	HG03882	ITU
ST039	HG03884	STU
ST016	HG03885	STU
ST016	HG03886	STU
ST106	HG03887	STU
ST050	HG03888	STU
ST110	HG03890	STU
ST111	HG03894	STU
ST107	HG03895	STU
ST111	HG03896	STU
ST115	HG03897	STU
ST114	HG03898	STU
ST114	HG03899	STU
ST115	HG03900	STU
BD29	HG03901	BEB
HG03902	HG03902	BEB
BD29	HG03903	BEB
BD30	HG03904	BEB
BD30	HG03905	BEB
BD30	HG03906	BEB
BD31	HG03907	BEB
BD31	HG03908	BEB
BD31	HG03909	BEB
BD32	HG03910	BEB
BD32	HG03911	BEB
BD33	HG03913	BEB
BD33	HG03914	BEB
BD33	HG03915	BEB
HG03916	HG03916	BEB
BD34	HG03917	BEB
BD35	HG03919	BEB
BD35	HG03920	BEB
BD36	HG03922	BEB
BD36	HG03924	BEB
BD37	HG03925	BEB
BD37	HG03926	BEB
BD37	HG03927	BEB
BD38	HG03928	BEB
BD38	HG03929	BEB
BD38	HG03930	BEB
BD39	HG03931	BEB
BD40	HG03934	BEB
BD41	HG03937	BEB
BD41	HG03939	BEB
BD42	HG03940	BEB
BD42	HG03941	BEB
BD42	HG03942	BEB
ST116	HG03943	STU
ST116	HG03944	STU
ST117	HG03945	STU
ST118	HG03947	STU
ST010	HG03948	STU
ST123	HG03949	STU
ST090	HG03950	STU
ST013	HG03951	STU
ST122	HG03953	STU
ST119	HG03955	STU
IT044	HG03960	ITU
IT042	HG03963	ITU
IT45	HG03965	ITU
IT51	HG03967	ITU
IT046	HG03968	ITU
IT046	HG03969	ITU
IT048	HG03971	ITU
IT049	HG03972	ITU
IT050	HG03973	ITU
IT049	HG03974	ITU
IT050	HG03976	ITU
IT047	HG03977	ITU
IT047	HG03978	ITU
ST091	HG03982	STU
ST144	HG03985	STU
ST106	HG03986	STU
ST145	HG03988	STU
ST145	HG03989	STU
ST142	HG03990	STU
ST143	HG03991	STU
ST116	HG03992	STU
ST021	HG03995	STU
ST147	HG03998	STU
ST007	HG03999	STU
IT053	HG04001	ITU
IT053	HG04002	ITU
ST152	HG04003	STU
ST078	HG04006	STU
IT059	HG04014	ITU
IT060	HG04015	ITU
IT061	HG04017	ITU
IT007	HG04018	ITU
IT056	HG04019	ITU
IT059	HG04020	ITU
IT062	HG04022	ITU
IT058	HG04023	ITU
IT056	HG04024	ITU
IT058	HG04025	ITU
IT061	HG04026	ITU
ST154	HG04029	STU
ST076	HG04033	STU
ST094	HG04035	STU
ST116	HG04036	STU
ST169	HG04037	STU
ST170	HG04038	STU
ST172	HG04039	STU
ST010	HG04040	STU
ST171	HG04042	STU
ST173	HG04047	STU
IT177	HG04050	ITU
IT178	HG04053	ITU
IT180	HG04054	ITU
IT179	HG04055	ITU
IT180	HG04056	ITU
IT184	HG04058	ITU
IT184	HG04059	ITU
IT183	HG04060	ITU
IT182	HG04061	ITU
IT182	HG04062	ITU
IT183	HG04063	ITU
ST116	HG04067	STU
IT45	HG04070	ITU
ST190	HG04075	STU
IT191	HG04076	ITU
IT194	HG04080	ITU
IT199	HG04090	ITU
IT199	HG04093	ITU
IT201	HG04094	ITU
IT202	HG04096	ITU
IT205	HG04098	ITU
ST203	HG04099	STU
ST203	HG04100	STU
ST176	HG04106	STU
ST176	HG04107	STU
ST120	HG04114	STU
ST111	HG04115	STU
IT214	HG04118	ITU
ST190	HG04122	STU
ST190	HG04127	STU
BD43	HG04128	BEB
BD44	HG04131	BEB
BD44	HG04132	BEB
BD44	HG04133	BEB
BD45	HG04134	BEB
BD45	HG04135	BEB
BD45	HG04136	BEB
BD47	HG04140	BEB
BD47	HG04141	BEB
BD47	HG04142	BEB
BD48	HG04144	BEB
BD49	HG04146	BEB
BD49	HG04147	BEB
BD49	HG04148	BEB
BD50	HG04149	BEB
BD50	HG04150	BEB
BD50	HG04151	BEB
BD51	HG04152	BEB
BD51	HG04153	BEB
BD52	HG04155	BEB
BD52	HG04156	BEB
BD52	HG04157	BEB
BD53	HG04158	BEB
BD53	HG04159	BEB
BD53	HG04160	BEB
BD54	HG04161	BEB
BD54	HG04162	BEB
BD55	HG04164	BEB
BD57	HG04171	BEB
BD58	HG04173	BEB
BD58	HG04174	BEB
BD58	HG04175	BEB
BD59	HG04176	BEB
BD59	HG04177	BEB
BD60	HG04180	BEB
BD60	HG04181	BEB
BD61	HG04182	BEB
BD61	HG04183	BEB
BD61	HG04184	BEB
BD62	HG04185	BEB
BD62	HG04186	BEB
BD62	HG04187	BEB
BD63	HG04188	BEB
BD63	HG04189	BEB
BD64	HG04191	BEB
BD64	HG04192	BEB
BD64	HG04193	BEB
BD65	HG04194	BEB
BD65	HG04195	BEB
ST154	HG04197	STU
IT220	HG04198	ITU
ST203	HG04199	STU
IT220	HG04200	ITU
IT222	HG04202	ITU
ST006	HG04204	STU
HG04206	HG04206	ITU
ST186	HG04208	STU
IT217	HG04209	ITU
ST186	HG04210	STU
IT223	HG04211	ITU
IT223	HG04212	ITU
IT226	HG04214	ITU
ST006	HG04215	STU
IT227	HG04216	ITU
IT220	HG04217	ITU
IT228	HG04219	ITU
IT225	HG04222	ITU
IT231	HG04225	ITU
ST232	HG04227	STU
ST232	HG04228	STU
ST232	HG04229	STU
IT237	HG04235	ITU
IT240	HG04238	ITU
HG04239	HG04239	ITU
HG04301	HG04301	GBR
HG04302	HG04302	GBR
HG04303	HG04303	GBR
1328	NA06984	CEU
1341	NA06985	CEU
13291	NA06986	CEU
1328	NA06989	CEU
1341	NA06991	CEU
1341	NA06993	CEU
1340	NA06994	CEU
13291	NA06995	CEU
13291	NA06997	CEU
1340	NA07000	CEU
13292	NA07014	CEU
1340	NA07019	CEU
1340	NA07022	CEU
1340	NA07029	CEU
13292	NA07031	CEU
1341	NA07034	CEU
13291	NA07037	CEU
13291	NA07045	CEU
1341	NA07048	CEU
13292	NA07051	CEU
1341	NA07055	CEU
1340	NA07056	CEU
1331	NA07340	CEU
1345	NA07345	CEU
1345	NA07346	CEU
1345	NA07347	CEU
1345	NA07348	CEU
1345	NA07349	CEU
1345	NA07357	CEU
13291	NA07435	CEU
1408	NA10830	CEU
1408	NA10831	CEU
1416	NA10835	CEU
1418	NA10836	CEU
1418	NA10837	CEU
1420	NA10838	CEU
1420	NA10839	CEU
1421	NA10840	CEU
1423	NA10842	CEU
1423	NA10843	CEU
1424	NA10845	CEU
1334	NA10846	CEU
1334	NA10847	CEU
1344	NA10850	CEU
1344	NA10851	CEU
1346	NA10852	CEU
1349	NA10853	CEU
1349	NA10854	CEU
1350	NA10855	CEU
1350	NA10856	CEU
1346	NA10857	CEU
1347	NA10859	CEU
1362	NA10860	CEU
1362	NA10861	CEU
1375	NA10863	CEU
1377	NA10864	CEU
1377	NA10865	CEU
1350	NA11829	CEU
1350	NA11830	CEU
1350	NA11831	CEU
1350	NA11832	CEU
1349	NA11839	CEU
1349	NA11840	CEU
1349	NA11843	CEU
1347	NA11881	CEU
1347	NA11882	CEU
1377	NA11891	CEU
1377	NA11892	CEU
1377	NA11893	CEU
1377	NA11894	CEU
1423	NA11917	CEU
1423	NA11918	CEU
1423	NA11919	CEU
1423	NA11920	CEU
1424	NA11930	CEU
1424	NA11931	CEU
1424a	NA11932	CEU
1424a	NA11933	CEU
1362	NA11992	CEU
1362	NA11993	CEU
1362	NA11994	CEU
1362	NA11995	CEU
1420	NA12003	CEU
1420	NA12004	CEU
1420	NA12005	CEU
1420	NA12006	CEU
1346	NA12043	CEU
1346	NA12044	CEU
1346	NA12045	CEU
1346	NA12046	CEU
1344	NA12056	CEU
1344	NA12057	CEU
1344	NA12058	CEU
1334	NA12144	CEU
1334	NA12145	CEU
1334	NA12146	CEU
1408	NA12154	CEU
1408	NA12155	CEU
1408	NA12156	CEU
1375	NA12234	CEU
1334	NA12239	CEU
1416	NA12248	CEU
1416	NA12249	CEU
1375	NA12264	CEU
1418	NA12272	CEU
1418	NA12273	CEU
1418	NA12274	CEU
1418	NA12275	CEU
1421a	NA12282	CEU
1421a	NA12283	CEU
1421	NA12286	CEU
1421	NA12287	CEU
1328	NA12329	CEU
1330	NA12335	CEU
1330	NA12336	CEU
1330	NA12340	CEU
1330	NA12341	CEU
1330	NA12342	CEU
1330	NA12343	CEU
13281	NA12344	CEU
13281	NA12347	CEU
13281	NA12348	CEU
1353	NA12375	CEU
1353	NA12376	CEU
1353	NA12383	CEU
1354	NA12386	CEU
1354	NA12399	CEU
1354	NA12400	CEU
1355	NA12413	CEU
1355	NA12414	CEU
1355	NA12485	CEU
1353	NA12489	CEU
1353	NA12546	CEU
1358	NA12707	CEU
1358	NA12708	CEU
1358	NA12716	CEU
1358	NA12717	CEU
1358	NA12718	CEU
1444	NA12739	CEU
1444	NA12740	CEU
1444	NA12748	CEU
1444	NA12749	CEU
1444	NA12750	CEU
1444	NA12751	CEU
1447	NA12752	CEU
1447	NA12753	CEU
1447	NA12760	CEU
1447	NA12761	CEU
1447	NA12762	CEU
1447	NA12763	CEU
1451	NA12766	CEU
1451	NA12767	CEU
1451	NA12775	CEU
1451	NA12776	CEU
1451	NA12777	CEU
1451	NA12778	CEU
1454	NA12801	CEU
1454	NA12802	CEU
1454	NA12812	CEU
1454	NA12813	CEU
1454	NA12814	CEU
1454	NA12815	CEU
1456	NA12817	CEU
1456	NA12818	CEU
1456	NA12827	CEU
1456	NA12828	CEU
1456	NA12829	CEU
1456	NA12830	CEU
1458	NA12832	CEU
1458	NA12842	CEU
1458	NA12843	CEU
1459	NA12864	CEU
1459	NA12865	CEU
1459	NA12872	CEU
1459	NA12873	CEU
1459	NA12874	CEU
1459	NA12875	CEU
1463	NA12877	CEU
1463	NA12878	CEU
1463	NA12889	CEU
1463	NA12890	CEU
1463	NA12891	CEU
1463	NA12892	CEU
Y001	NA18484	YRI
Y002	NA18485	YRI
Y001	NA18486	YRI
Y002	NA18487	YRI
Y001	NA18488	YRI
Y002	NA18489	YRI
Y003	NA18497	YRI
Y003	NA18498	YRI
Y003	NA18499	YRI
Y004	NA18500	YRI
Y004	NA18501	YRI
Y004	NA18502	YRI
Y005	NA18503	YRI
Y005	NA18504	YRI
Y005	NA18505	YRI
Y009	NA18506	YRI
Y009	NA18507	YRI
Y009	NA18508	YRI
Y010	NA18509	YRI
Y010a	NA18510	YRI
Y010	NA18511	YRI
Y013	NA18515	YRI
Y013	NA18516	YRI
Y013	NA18517	YRI
Y014	NA18518	YRI
Y014	NA18519	YRI
Y014	NA18520	YRI
Y016	NA18521	YRI
Y016	NA18522	YRI
Y016	NA18523	YRI
NA18525	NA18525	CHB
NA18526	NA18526	CHB
NA18527	NA18527	CHB
NA18528	NA18528	CHB
NA18530	NA18530	CHB
NA18531	NA18531	CHB
NA18532	NA18532	CHB
NA18533	NA18533	CHB
NA18534	NA18534	CHB
NA18535	NA18535	CHB
NA18536	NA18536	CHB
NA18537	NA18537	CHB
NA18538	NA18538	CHB
NA18539	NA18539	CHB
NA18541	NA18541	CHB
NA18542	NA18542	CHB
NA18543	NA18543	CHB
NA18544	NA18544	CHB
NA18545	NA18545	CHB
NA18546	NA18546	CHB
NA18547	NA18547	CHB
NA18548	NA18548	CHB
NA18549	NA18549	CHB
NA18550	NA18550	CHB
NA18552	NA18552	CHB
NA18553	NA18553	CHB
NA18555	NA18555	CHB
NA18557	NA18557	CHB
NA18558	NA18558	CHB
NA18559	NA18559	CHB
NA18560	NA18560	CHB
NA18561	NA18561	CHB
NA18562	NA18562	CHB
NA18563	NA18563	CHB
NA18564	NA18564	CHB
NA18565	NA18565	CHB
NA18566	NA18566	CHB
NA18567	NA18567	CHB
NA18570	NA18570	CHB
NA18571	NA18571	CHB
NA18572	NA18572	CHB
NA18573	NA18573	CHB
NA18574	NA18574	CHB
NA18576	NA18576	CHB
NA18577	NA18577	CHB
NA18579	NA18579	CHB
NA18582	NA18582	CHB
NA18591	NA18591	CHB
NA18592	NA18592	CHB
NA18593	NA18593	CHB
NA18595	NA18595	CHB
NA18596	NA18596	CHB
NA18597	NA18597	CHB
NA18599	NA18599	CHB
NA18602	NA18602	CHB
NA18603	NA18603	CHB
NA18605	NA18605	CHB
NA18606	NA18606	CHB
NA18608	NA18608	CHB
NA18609	NA18609	CHB
NA18610	NA18610	CHB
NA18611	NA18611	CHB
NA18612	NA18612	CHB
NA18613	NA18613	CHB
NA18614	NA18614	CHB
NA18615	NA18615	CHB
NA18616	NA18616	CHB
NA18617	NA18617	CHB
NA18618	NA18618	CHB
NA18619	NA18619	CHB
NA18620	NA18620	CHB
NA18621	NA18621	CHB
NA18622	NA18622	CHB
NA18623	NA18623	CHB
NA18624	NA18624	CHB
NA18625	NA18625	CHB
NA18626	NA18626	CHB
NA18627	NA18627	CHB
NA18628	NA18628	CHB
NA18629	NA18629	CHB
NA18630	NA18630	CHB
NA18631	NA18631	CHB
NA18632	NA18632	CHB
NA18633	NA18633	CHB
NA18634	NA18634	CHB
NA18635	NA18635	CHB
NA18636	NA18636	CHB
NA18637	NA18637	CHB
NA18638	NA18638	CHB
NA18639	NA18639	CHB
NA18640	NA18640	CHB
NA18641	NA18641	CHB
NA18642	NA18642	CHB
NA18643	NA18643	CHB
NA18644	NA18644	CHB
NA18645	NA18645	CHB
NA18646	NA18646	CHB
NA18647	NA18647	CHB
NA18648	NA18648	CHB
NA18740	NA18740	CHB
NA18745	NA18745	CHB
NA18747	NA18747	CHB
NA18748	NA18748	CHB
NA18749	NA18749	CHB
NA18757	NA18757	CHB
NA18791	NA18791	CHB
NA18794	NA18794	CHB
NA18795	NA18795	CHB
Y018	NA18852	YRI
Y018	NA18853	YRI
Y018	NA18854	YRI
Y023	NA18855	YRI
Y023	NA18856	YRI
Y023	NA18857	YRI
Y012	NA18858	YRI
Y012	NA18859	YRI
Y012	NA18860	YRI
Y024	NA18861	YRI
Y024	NA18862	YRI
Y024	NA18863	YRI
Y026	NA18864	YRI
Y026	NA18865	YRI
Y007	NA18867	YRI
Y007	NA18868	YRI
Y007	NA18869	YRI
Y017	NA18870	YRI
Y017	NA18871	YRI
Y017	NA18872	YRI
Y019	NA18873	YRI
Y019	NA18874	YRI
Y019	NA18875	YRI
Y020	NA18876	YRI
Y020	NA18877	YRI
Y021	NA18878	YRI
Y021	NA18879	YRI
Y022	NA18881	YRI
Y020	NA18906	YRI
Y025	NA18907	YRI
Y025a	NA18908	YRI
Y027	NA18909	YRI
Y027	NA18910	YRI
Y027	NA18911	YRI
Y028	NA18912	YRI
Y028	NA18913	YRI
Y028	NA18914	YRI
Y029	NA18915	YRI
Y030	NA18916	YRI
Y030	NA18917	YRI
Y033	NA18923	YRI
Y033	NA18924	YRI
Y033	NA18925	YRI
Y030	NA18930	YRI
Y036	NA18933	YRI
Y036	NA18934	YRI
Y036	NA18935	YRI
NA18939	NA18939	JPT
NA18940	NA18940	JPT
NA18941	NA18941	JPT
NA18942	NA18942	JPT
NA18943	NA18943	JPT
NA18944	NA18944	JPT
NA18945	NA18945	JPT
NA18946	NA18946	JPT
NA18947	NA18947	JPT
NA18948	NA18948	JPT
NA18949	NA18949	JPT
NA18950	NA18950	JPT
NA18951	NA18951	JPT
NA18952	NA18952	JPT
NA18953	NA18953	JPT
NA18954	NA18954	JPT
NA18955	NA18955	JPT
NA18956	NA18956	JPT
NA18957	NA18957	JPT
NA18959	NA18959	JPT
NA18960	NA18960	JPT
NA18961	NA18961	JPT
NA18962	NA18962	JPT
NA18963	NA18963	JPT
NA18964	NA18964	JPT
NA18965	NA18965	JPT
NA18966	NA18966	JPT
NA18967	NA18967	JPT
NA18968	NA18968	JPT
NA18969	NA18969	JPT
NA18970	NA18970	JPT
NA18971	NA18971	JPT
NA18972	NA18972	JPT
NA18973	NA18973	JPT
NA18974	NA18974	JPT
NA18975	NA18975	JPT
NA18976	NA18976	JPT
NA18977	NA18977	JPT
NA18978	NA18978	JPT
NA18979	NA18979	JPT
NA18980	NA18980	JPT
NA18981	NA18981	JPT
NA18982	NA18982	JPT
NA18983	NA18983	JPT
NA18984	NA18984	JPT
NA18985	NA18985	JPT
NA18986	NA18986	JPT
NA18987	NA18987	JPT
NA18988	NA18988	JPT
NA18989	NA18989	JPT
NA18990	NA18990	JPT
NA18991	NA18991	JPT
NA18992	NA18992	JPT
NA18993	NA18993	JPT
NA18994	NA18994	JPT
NA18995	NA18995	JPT
NA18997	NA18997	JPT
NA18998	NA18998	JPT
NA18999	NA18999	JPT
NA19000	NA19000	JPT
NA19001	NA19001	JPT
NA19002	NA19002	JPT
NA19003	NA19003	JPT
NA19004	NA19004	JPT
NA19005	NA19005	JPT
NA19006	NA19006	JPT
NA19007	NA19007	JPT
NA19009	NA19009	JPT
NA19010	NA19010	JPT
NA19011	NA19011	JPT
NA19012	NA19012	JPT
NA19017	NA19017	LWK
NA19019	NA19019	LWK
NA19020	NA19020	LWK
NA19023	NA19023	LWK
NA19024	NA19024	LWK
NA19025	NA19025	LWK
NA19026	NA19026	LWK
NA19027	NA19027	LWK
NA19028	NA19028	LWK
NA19030	NA19030	LWK
NA19031	NA19031	LWK
NA19035	NA19035	LWK
NA19036	NA19036	LWK
NA19037	NA19037	LWK
NA19038	NA19038	LWK
NA19041	NA19041	LWK
NA19042	NA19042	LWK
NA19043	NA19043	LWK
NA19044	NA19044	LWK
NA19046	NA19046	LWK
NA19054	NA19054	JPT
NA19055	NA19055	JPT
NA19056	NA19056	JPT
NA19057	NA19057	JPT
NA19058	NA19058	JPT
NA19059	NA19059	JPT
NA19060	NA19060	JPT
NA19062	NA19062	JPT
NA19063	NA19063	JPT
NA19064	NA19064	JPT
NA19065	NA19065	JPT
NA19066	NA19066	JPT
NA19067	NA19067	JPT
NA19068	NA19068	JPT
NA19070	NA19070	JPT
NA19072	NA19072	JPT
NA19074	NA19074	JPT
NA19075	NA19075	JPT
NA19076	NA19076	JPT
NA19077	NA19077	JPT
NA19078	NA19078	JPT
NA19079	NA19079	JPT
NA19080	NA19080	JPT
NA19081	NA19081	JPT
NA19082	NA19082	JPT
NA19083	NA19083	JPT
NA19084	NA19084	JPT
NA19085	NA19085	JPT
NA19086	NA19086	JPT
NA19087	NA19087	JPT
NA19088	NA19088	JPT
NA19089	NA19089	JPT
NA19090	NA19090	JPT
NA19091	NA19091	JPT
Y040	NA19092	YRI
Y040	NA19093	YRI
Y040	NA19094	YRI
Y041	NA19095	YRI
Y041	NA19096	YRI
Y041	NA19097	YRI
Y105	NA19098	YRI
Y105	NA19099	YRI
Y105	NA19100	YRI
Y042	NA19101	YRI
Y042	NA19102	YRI
Y042	NA19103	YRI
Y080	NA19104	YRI
Y080	NA19105	YRI
Y006	NA19107	YRI
Y006	NA19108	YRI
Y006	NA19109	YRI
Y079	NA19113	YRI
Y079	NA19114	YRI
Y079	NA19115	YRI
Y060	NA19116	YRI
Y100	NA19117	YRI
Y100	NA19118	YRI
Y060	NA19119	YRI
Y060	NA19120	YRI
Y061	NA19121	YRI
Y061	NA19122	YRI
Y061	NA19123	YRI
Y077	NA19127	YRI
Y077	NA19128	YRI
Y077	NA19129	YRI
Y101	NA19130	YRI
Y101	NA19131	YRI
Y101	NA19132	YRI
Y043	NA19137	YRI
Y043	NA19138	YRI
Y043	NA19139	YRI
Y071	NA19140	YRI
Y071	NA19141	YRI
Y071	NA19142	YRI
Y074	NA19143	YRI
Y074	NA19144	YRI
Y074	NA19145	YRI
Y075	NA19146	YRI
Y075	NA19147	YRI
Y075	NA19148	YRI
Y073	NA19149	YRI
Y073	NA19150	YRI
Y073	NA19151	YRI
Y072	NA19152	YRI
Y072	NA19153	YRI
Y072	NA19154	YRI
Y056	NA19159	YRI
Y056	NA19160	YRI
Y056	NA19161	YRI
Y049	NA19166	YRI
Y047	NA19171	YRI
Y047	NA19172	YRI
Y047	NA19173	YRI
Y100	NA19174	YRI
Y044	NA19175	YRI
Y044	NA19176	YRI
Y044	NA19177	YRI
Y039	NA19184	YRI
Y039	NA19185	YRI
Y039	NA19186	YRI
Y111	NA19189	YRI
Y111	NA19190	YRI
Y111	NA19191	YRI
Y108	NA19195	YRI
Y108	NA19196	YRI
Y035	NA19197	YRI
Y035	NA19198	YRI
Y035	NA19199	YRI
Y045	NA19200	YRI
Y045	NA19201	YRI
Y045	NA19202	YRI
Y048	NA19203	YRI
Y048	NA19204	YRI
Y048	NA19205	YRI
Y051	NA19206	YRI
Y051	NA19207	YRI
Y051	NA19208	YRI
Y050	NA19209	YRI
Y050	NA19210	YRI
Y050	NA19211	YRI
Y110	NA19213	YRI
Y110	NA19214	YRI
Y110	NA19215	YRI
Y058	NA19221	YRI
Y058	NA19222	YRI
Y058	NA19223	YRI
Y057	NA19224	YRI
Y057	NA19225	YRI
Y057	NA19226	YRI
Y116	NA19235	YRI
Y116	NA19236	YRI
Y116	NA19237	YRI
Y117	NA19238	YRI
Y117	NA19239	YRI
Y117	NA19240	YRI
Y120	NA19247	YRI
Y120	NA19248	YRI
Y120	NA19249	YRI
Y025	NA19252	YRI
Y062	NA19254	YRI
Y092	NA19256	YRI
Y092	NA19257	YRI
Y092	NA19258	YRI
NA19307	NA19307	LWK
NA19308	NA19308	LWK
NA19309	NA19309	LWK
NA19310	NA19310	LWK
NA19311	NA19311	LWK
NA19312	NA19312	LWK
LWK001	NA19313	LWK
NA19314	NA19314	LWK
NA19315	NA19315	LWK
NA19316	NA19316	LWK
NA19317	NA19317	LWK
NA19318	NA19318	LWK
NA19319	NA19319	LWK
NA19320	NA19320	LWK
NA19321	NA19321	LWK
NA19323	NA19323	LWK
NA19324	NA19324	LWK
NA19327	NA19327	LWK
NA19328	NA19328	LWK
LWK001	NA19331	LWK
NA19332	NA19332	LWK
NA19334	NA19334	LWK
NA19338	NA19338	LWK
NA19346	NA19346	LWK
NA19347	NA19347	LWK
NA19350	NA19350	LWK
NA19351	NA19351	LWK
NA19352	NA19352	LWK
NA19355	NA19355	LWK
NA19359	NA19359	LWK
NA19360	NA19360	LWK
NA19371	NA19371	LWK
NA19372	NA19372	LWK
NA19373	NA19373	LWK
NA19374	NA19374	LWK
NA19375	NA19375	LWK
NA19376	NA19376	LWK
NA19377	NA19377	LWK
NA19378	NA19378	LWK
NA19379	NA19379	LWK
NA19380	NA19380	LWK
LWK002	NA19381	LWK
LWK002	NA19382	LWK
NA19383	NA19383	LWK
NA19384	NA19384	LWK
NA19385	NA19385	LWK
NA19390	NA19390	LWK
NA19391	NA19391	LWK
NA19393	NA19393	LWK
NA19394	NA19394	LWK
NA19395	NA19395	LWK
NA19396	NA19396	LWK
NA19397	NA19397	LWK
NA19398	NA19398	LWK
NA19399	NA19399	LWK
NA19401	NA19401	LWK
NA19403	NA19403	LWK
NA19404	NA19404	LWK
NA19428	NA19428	LWK
NA19429	NA19429	LWK
NA19430	NA19430	LWK
NA19431	NA19431	LWK
LWK003	NA19432	LWK
LWK003	NA19434	LWK
NA19435	NA19435	LWK
NA19436	NA19436	LWK
NA19437	NA19437	LWK
NA19438	NA19438	LWK
NA19439	NA19439	LWK
NA19440	NA19440	LWK
NA19443	NA19443	LWK
LWK003	NA19444	LWK
LWK004	NA19445	LWK
NA19446	NA19446	LWK
NA19448	NA19448	LWK
NA19449	NA19449	LWK
NA19451	NA19451	LWK
NA19452	NA19452	LWK
LWK004	NA19453	LWK
NA19454	NA19454	LWK
NA19455	NA19455	LWK
NA19456	NA19456	LWK
NA19457	NA19457	LWK
NA19461	NA19461	LWK
NA19462	NA19462	LWK
NA19463	NA19463	LWK
NA19466	NA19466	LWK
NA19467	NA19467	LWK
NA19468	NA19468	LWK
LWK005	NA19469	LWK
LWK005	NA19470	LWK
NA19471	NA19471	LWK
NA19472	NA19472	LWK
NA19473	NA19473	LWK
NA19474	NA19474	LWK
NA19475	NA19475	LWK
2357	NA19625	ASW
m001	NA19648	MXL
m001	NA19649	MXL
m001	NA19650	MXL
m005	NA19651	MXL
m005	NA19652	MXL
m005	NA19653	MXL
m006	NA19654	MXL
m006	NA19655	MXL
m006	NA19656	MXL
m007	NA19657	MXL
m007	NA19658	MXL
m007	NA19659	MXL
m008	NA19660	MXL
m008	NA19661	MXL
m008	NA19662	MXL
m012	NA19663	MXL
m012	NA19664	MXL
m012	NA19665	MXL
m002	NA19669	MXL
m002	NA19670	MXL
m002	NA19671	MXL
2382	NA19672	MXL
2382	NA19674	MXL
m004	NA19675	MXL
m004	NA19676	MXL
m004	NA19677	MXL
m009	NA19678	MXL
m009	NA19679	MXL
m009	NA19680	MXL
m010	NA19681	MXL
m010	NA19682	MXL
m010	NA19683	MXL
m011	NA19684	MXL
m011	NA19685	MXL
m011	NA19686	MXL
2367	NA19700	ASW
2367	NA19701	ASW
2367	NA19702	ASW
2368	NA19703	ASW
2368	NA19704	ASW
2368	NA19705	ASW
2369	NA19707	ASW
2369	NA19708	ASW
2371	NA19711	ASW
2371	NA19712	ASW
2436	NA19713	ASW
2437	NA19714	ASW
m014	NA19716	MXL
m014	NA19717	MXL
m014	NA19718	MXL
m015	NA19719	MXL
m015	NA19720	MXL
m015	NA19721	MXL
m016	NA19722	MXL
m016	NA19723	MXL
m016	NA19724	MXL
m017	NA19725	MXL
m017	NA19726	MXL
m017	NA19727	MXL
m018	NA19728	MXL
m018	NA19729	MXL
m018	NA19730	MXL
m019	NA19731	MXL
m019	NA19732	MXL
m019	NA19733	MXL
2393	NA19734	MXL
2393	NA19735	MXL
2394	NA19737	MXL
2394	NA19738	MXL
2395	NA19740	MXL
2395	NA19741	MXL
2395	NA19742	MXL
m023	NA19746	MXL
m023	NA19747	MXL
m023	NA19748	MXL
m024	NA19749	MXL
m024	NA19750	MXL
m024	NA19751	MXL
2401	NA19752	MXL
2401	NA19753	MXL
2401	NA19754	MXL
m026	NA19755	MXL
m026	NA19756	MXL
m026	NA19757	MXL
m027	NA19758	MXL
m027	NA19759	MXL
m027	NA19760	MXL
m028	NA19761	MXL
m028	NA19762	MXL
m028	NA19763	MXL
2405	NA19764	MXL
2405	NA19766	MXL
m031	NA19770	MXL
m031	NA19771	MXL
m031	NA19772	MXL
m033	NA19773	MXL
m033	NA19774	MXL
m033	NA19775	MXL
m034	NA19776	MXL
m034	NA19777	MXL
m034	NA19778	MXL
m035	NA19779	MXL
m035	NA19780	MXL
m035	NA19781	MXL
m036	NA19782	MXL
m036	NA19783	MXL
m036	NA19784	MXL
m032	NA19785	MXL
m032	NA19786	MXL
m032	NA19787	MXL
m037	NA19788	MXL
m037	NA19789	MXL
m037	NA19790	MXL
